,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
3857,catamarca,antofagasta de la sierra,los nacimientos,43,no,no,no,no,no,no,no,no,no,-25.7592665755338,-67.3912671398198
3858,catamarca,belén,barranca larga,330,no,no,no,no,no,no,no,no,no,-26.9366725902001,-66.7473736733687
3859,catamarca,belén,belén,12256,no,no,no,no,si,si,si,si,si,-27.6337582271366,-67.0181224346383
3860,catamarca,belén,cóndor huasi,254,no,no,no,no,no,no,no,no,no,-27.4800253698881,-67.1034365555174
3861,catamarca,belén,corral quemado,1204,no,no,no,no,no,no,no,no,no,-27.1458266170631,-66.9418772140389
3862,catamarca,belén,el durazno,378,no,no,no,no,si,no,no,no,no,-27.2352160693093,-67.0644302349354
3863,catamarca,belén,farallón negro,1463,no,no,no,no,no,no,si,no,si,-35.011122458180004,-66.6526535881206
3864,catamarca,belén,hualfín,987,no,no,no,no,si,no,no,no,si,-27.2251089488391,-66.8257494663378
3865,catamarca,belén,jacipunco,361,no,no,no,no,no,no,no,no,no,-27.2232502935304,-67.0189560597067
3866,catamarca,belén,la puntilla,236,no,no,no,no,no,no,no,no,no,-27.6687999477098,-66.9831854181017
3867,catamarca,belén,las juntas,258,no,no,no,no,no,si,no,no,no,-27.5255267279244,-67.1230327103174
3868,catamarca,belén,londres,2456,no,no,no,no,si,si,si,no,si,-27.7091441699136,-67.1521288574758
3869,catamarca,belén,los nacimientos,215,no,no,no,no,no,no,no,no,si,-27.1276313861506,-66.7125336324121
3870,catamarca,belén,puerta de corral quemado,575,no,no,no,no,no,no,no,no,no,-27.2142919344438,-66.9263178640934
3871,catamarca,belén,puerta de san josé,277,no,no,no,no,si,no,no,no,no,-27.5397412070942,-67.0153310519752
3872,catamarca,belén,villa vil,481,no,no,no,no,no,no,no,no,no,-27.0710806751114,-66.8307696967369
3873,catamarca,capayán,adolfo e. carranza,32,no,no,no,no,no,no,no,no,no,-29.0269775235925,-65.9719315369666
3874,catamarca,capayán,balde de la punta,116,no,no,no,no,no,no,no,no,no,-29.5589484234071,-65.5807240749041
3875,catamarca,capayán,capayán,636,no,no,no,no,si,no,no,no,si,-28.7807106449765,-66.0386455444458
3876,catamarca,capayán,chumbicha,4531,si,no,no,si,si,si,si,si,si,-28.8475652676601,-66.2413567840968
3877,catamarca,capayán,colonia del valle,854,no,no,no,no,si,no,si,no,no,-28.6659572317315,-65.8752053335172
3878,catamarca,capayán,colonia nueva coneta,1951,no,no,no,si,si,si,si,si,si,-28.5859218596167,-65.8384330489801
3879,catamarca,capayán,concepción,387,no,no,no,no,no,no,no,no,no,-28.7027878127673,-66.0684404425234
3880,catamarca,capayán,coneta,653,no,no,no,si,si,no,si,no,no,-28.5824940471212,-65.8832899522771
3881,catamarca,capayán,el bañado,158,no,no,no,no,no,no,no,no,no,-28.6492910442287,-65.8184083876597
3882,catamarca,capayán,huillapima,2416,no,no,no,si,si,si,si,si,si,-28.7326533523263,-65.9692671337206
3883,catamarca,capayán,los angeles,383,no,no,no,no,no,si,no,no,no,-28.4757282890296,-65.9584714095267
3884,catamarca,capayán,los angeles norte,0,no,no,no,no,no,no,no,no,no,-28.4130524181894,-65.9974963114274
3885,catamarca,capayán,los angeles sur,0,no,no,no,no,no,no,no,no,no,-28.5096259939006,-66.0134501995358
3886,catamarca,capayán,miraflores,1650,no,no,no,si,si,si,si,si,si,-32.56743898590901,-65.9045510608673
3887,catamarca,capayán,san martín,426,no,no,no,no,si,no,no,no,si,-29.2514238184412,-65.7966971627176
3888,catamarca,capayán,san pablo,139,no,no,no,no,no,no,no,no,no,-28.7185211619112,-66.0406031753627
3889,catamarca,capayán,san pedro,372,no,no,no,no,no,no,no,no,no,-28.7717177596284,-66.1240600986815
3890,catamarca,capital,barrio bancario,0,no,no,no,no,no,no,no,si,si,-32.28132618879861,-63.00283949105933
3891,catamarca,capital,el pantanillo,44,si,si,no,si,si,no,si,si,si,-28.5416893432334,-65.8026632730873
3892,catamarca,capital,san fernando del valle de catamarca,159139,si,si,si,si,si,si,si,si,si,-28.4846581947085,-65.7867892937631
3893,catamarca,el alto,el alto,754,no,no,no,no,si,si,no,si,si,-28.3027477561138,-65.3693767192491
3894,catamarca,el alto,guayamba,376,no,no,no,no,no,no,no,no,no,-28.3441266642037,-65.4127476684157
3895,catamarca,el alto,infanzón,62,no,no,no,no,no,no,no,no,no,-28.5973244077887,-65.4116602658918
3896,catamarca,el alto,los corrales,54,no,no,no,no,no,no,no,no,no,-28.5108290239161,-65.3308772218931
3897,catamarca,el alto,tapso,191,no,no,no,no,si,no,no,no,no,-35.122913761903504,-65.1086409589416
3898,catamarca,fray mamerto esquiú,san josé,10242,no,no,no,no,no,no,no,si,si,-28.3887321458271,-65.7062701247999
3899,catamarca,fray mamerto esquiú,villa las pirquitas,740,no,no,no,no,si,no,no,no,si,-28.2754665210832,-69.57617606047694
3900,catamarca,la paz,casa de piedra,251,no,no,no,no,no,no,no,no,no,-35.2462522432044,-65.5171151597056
3901,catamarca,la paz,el aybal,68,no,no,no,no,no,no,no,no,no,-29.1066140404485,-69.53680243346564
3902,catamarca,la paz,el bañado,123,no,no,no,no,no,no,no,no,no,-29.1832354089391,-65.4161459216901
3903,catamarca,la paz,el divisadero,70,no,no,no,no,no,no,no,no,no,-29.1937184157281,-65.4233403523442
3904,catamarca,la paz,el quimilo,63,no,no,no,no,no,no,no,no,no,-29.9534214435134,-65.3926406151323
3905,catamarca,la paz,esquiú,1019,no,no,no,no,no,no,no,si,si,-29.3790661944991,-65.2898287859815
3906,catamarca,la paz,icaño,2104,no,no,no,no,si,no,si,si,si,-28.9308886124085,-65.2902158081112
3907,catamarca,la paz,la dorada,218,no,no,no,no,no,no,no,no,no,-29.2804387843954,-65.4766321943102
3908,catamarca,la paz,la guardia,493,no,no,no,no,no,no,no,no,si,-29.5496731497758,-65.4504857993817
3909,catamarca,la paz,las esquinas,136,no,no,no,no,no,no,no,no,no,-28.7644628061471,-65.1120210167305
3910,catamarca,la paz,las palmitas,126,no,no,no,no,no,no,no,no,no,-28.6402396947153,-64.9870716926629
3911,catamarca,la paz,quirós,1156,no,no,no,no,no,si,si,no,si,-28.7883056058069,-65.1007302335708
3912,catamarca,la paz,ramblones,68,no,no,no,no,no,no,no,no,no,-29.1582844511715,-69.54032746031133
3913,catamarca,la paz,recreo,11847,si,si,no,si,si,si,si,si,si,-29.2768611237227,-65.0565641552447
3914,catamarca,la paz,san antonio,1835,no,no,no,no,no,si,si,si,si,-28.9331053161662,-65.0949655869377
3915,catamarca,paclín,amadores,172,no,no,no,no,no,no,no,no,no,-28.2680363798746,-65.6462108146466
3916,catamarca,paclín,el rosario,110,no,no,no,no,no,no,no,no,no,-27.9877541032226,-69.57169360667893
3917,catamarca,paclín,la bajada,97,no,no,no,no,no,no,no,no,no,-28.3920524907261,-65.6282649899935
3918,catamarca,paclín,la higuera,236,no,no,no,no,no,no,no,no,no,-27.9352828616507,-69.57276966166233
3919,catamarca,paclín,la merced,1759,si,no,no,no,si,si,si,no,si,-28.1537649054231,-65.6696062414473
3920,entre rios,villaguay,jubileo,631,no,no,no,si,no,si,si,no,si,-31.7336733349136,-68.86623671716143
3921,entre rios,villaguay,mojones norte,0,no,no,no,no,no,no,no,no,si,-31.5083237598534,-59.2008898465196
3922,entre rios,villaguay,paso de la laguna,348,no,no,no,no,no,si,no,no,no,-31.8057649065599,-59.1651613714524
3923,entre rios,villaguay,villa clara,2726,si,no,no,si,si,si,si,si,si,-31.8301004555882,-58.8233903183527
3924,entre rios,villaguay,villa domínguez,1791,no,no,no,si,no,si,si,si,si,-31.9870146859479,-58.9634179145279
3925,entre rios,villaguay,villaguay,32881,si,no,no,si,no,si,si,si,si,-31.8654413738655,-59.0290628351274
3926,formosa,bermejo,fortín soledad,370,no,no,no,no,no,si,no,no,no,-24.1490607210153,-69.07206532920173
3927,formosa,bermejo,guadalcazar,146,no,no,no,no,no,si,no,no,no,-23.6823938545951,-61.1611089476784
3928,formosa,bermejo,la rinconada,745,no,no,no,no,no,si,no,no,no,-23.4942751905754,-61.5763888694601
3929,formosa,bermejo,laguna yema,3617,no,no,no,no,si,si,si,si,si,-24.2554647197914,-61.2439980075436
3930,formosa,bermejo,lamadrid,63,no,no,no,no,no,si,no,no,no,-23.9376982637237,-60.7400985635583
3931,formosa,bermejo,los chiriguanos,1225,no,no,no,no,no,si,si,no,si,-24.0986835294011,-61.4675867695849
3932,formosa,bermejo,pozo de maza,736,no,no,no,no,si,si,no,no,no,-23.5691832483278,-61.7055334817331
3933,formosa,bermejo,pozo del mortero,528,no,no,no,no,no,si,no,no,si,-24.4064403681891,-69.10596428753783
3934,formosa,bermejo,vaca perdida,224,no,no,no,no,no,si,no,no,no,-23.4948646893285,-61.6499982689001
3935,formosa,formosa,colonia pastoril,933,no,no,no,no,no,si,no,no,si,-25.6701404606648,-58.2626302834096
3936,catamarca,tinogasta,tinogasta,11485,si,no,no,si,si,no,si,no,si,-28.0637510698675,-67.5802695760226
3937,catamarca,valle viejo,el bañado,0,no,no,no,no,no,no,no,no,no,-28.4594352492075,-65.7113717209433
3938,catamarca,valle viejo,el portezuelo,410,no,no,no,no,si,no,no,si,no,-28.4818680419511,-65.6351326652418
3939,catamarca,valle viejo,huaycama,158,no,no,no,no,no,no,no,no,no,-28.5334483576648,-65.6821279512165
3940,catamarca,valle viejo,las tejas,351,no,no,no,no,no,no,no,si,si,-28.6468889609952,-65.7889935499028
3941,catamarca,valle viejo,polcos,0,no,no,no,si,no,no,no,no,no,-28.4333815878035,-65.7202973350365
3942,catamarca,valle viejo,pozo del mistol,0,no,no,no,si,no,no,no,no,no,-28.4689789857859,-65.7195047318519
3943,catamarca,valle viejo,san isidro,25674,no,no,no,si,no,si,no,si,si,-28.4583109666735,-69.57550868007174
3944,catamarca,valle viejo,santa cruz,122,no,no,no,no,no,no,no,no,no,-28.4928946549812,-65.6744465587279
3945,catamarca,valle viejo,santa rosa,0,no,no,no,si,no,si,no,si,si,-35.12610357085901,-65.7055328995515
3946,catamarca,valle viejo,sumalao,0,no,no,no,si,no,si,no,no,no,-28.4746455518307,-65.7433480027028
3947,catamarca,valle viejo,villa dolores,0,no,no,no,si,no,si,no,no,si,-28.4434739220039,-65.7215360640125
3948,chaco,12 de octubre,gancedo,4284,no,no,no,si,si,si,si,no,si,-27.4896487904756,-61.6738771708385
3949,chaco,12 de octubre,general capdevila,405,no,no,no,no,no,no,no,no,si,-27.4231812966856,-61.4765845551068
3950,chaco,12 de octubre,general pinedo,13042,si,no,no,si,si,si,si,si,si,-27.3252979421708,-69.13105395471713
3951,chaco,12 de octubre,mesón de fierro,423,no,no,no,no,no,no,no,no,si,-27.4312285767758,-61.0177584158265
3952,chaco,12 de octubre,pampa landriel,333,no,no,no,no,no,no,no,no,si,-27.3957449255406,-61.1029787390413
3953,chaco,1º de mayo,barrio de los pescadores,795,no,no,no,no,no,no,no,no,no,-27.4480426212168,-58.8551013275047
3954,la pampa,capital,santa rosa,102860,si,si,si,si,si,si,si,si,si,-32.64750624011761,-64.2916770389461
3955,la pampa,catriló,catriló,3955,no,si,si,si,si,no,si,si,si,-36.4077407331528,-63.4231236479695
3956,la pampa,catriló,la gloria,46,no,no,no,no,no,no,no,no,no,-36.5079177159884,-63.7444083139952
3957,la pampa,catriló,lonquimay,1680,no,si,no,si,si,no,si,si,si,-36.4676263417811,-63.6237223449231
3958,la pampa,catriló,uriburu,964,no,si,no,si,si,si,si,si,si,-36.5077574745038,-63.8626307655783
3959,la pampa,chalileo,santa isabel,2526,no,no,si,no,si,si,si,si,no,-36.2298585551973,-66.9416696902043
3960,la pampa,chapaleufú,bernardo larroude,1499,no,no,si,si,si,si,si,no,no,-35.0240766140268,-63.5814786778188
3961,la pampa,chapaleufú,ceballos,323,no,no,no,si,si,si,si,no,no,-35.2904849982905,-63.640591519174734
3962,la pampa,chapaleufú,coronel hilario lagos (est. aguas buenas),676,no,no,no,no,si,si,si,no,si,-35.0223098759754,-63.9123145859878
3963,misiones,eldorado,santiago de liniers,541,no,no,no,no,no,si,no,no,si,-26.3905866143255,-54.3947099277232
3964,misiones,eldorado,valle hermoso,626,no,no,no,no,no,no,no,no,no,-34.919576871006605,-54.4652848386631
3965,misiones,eldorado,villa roulet,811,no,no,no,no,no,no,no,no,no,-26.4422594958772,-54.6405734856487
3966,la pampa,chapaleufú,intendente alvear,7510,si,si,si,si,si,si,si,si,si,-35.2368693365619,-63.5923274522769
3967,la pampa,chapaleufú,sarah,204,no,no,no,no,si,si,no,no,no,-35.0246923056998,-69.37152915049533
3968,la pampa,chapaleufú,vértiz,688,no,no,no,no,no,si,si,no,si,-35.4262411079929,-63.9063646669037
3969,la pampa,chical co,algarrobo del águila,329,no,no,no,no,no,no,si,no,no,-36.4011467185658,-67.1484015946157
3970,la pampa,chical co,la humada,657,no,no,no,no,si,si,si,no,no,-36.3500276379509,-68.0141950027482
3971,la pampa,conhelo,conhelo,464,no,no,no,no,no,si,si,no,no,-35.9994878462166,-64.5959233383525
3972,la pampa,conhelo,eduardo castex,9253,si,si,no,si,si,si,si,si,si,-35.872982313224504,-64.2945868368038
3973,la pampa,conhelo,mauricio mayer,291,no,no,no,no,si,si,si,no,no,-36.2106631640542,-64.0335412257945
3974,la pampa,conhelo,monte nievas,470,no,no,no,no,si,si,si,no,no,-35.8617464058389,-64.1569675208376
3975,la pampa,conhelo,rucanelo,219,no,no,no,si,no,si,no,no,no,-36.0429376779565,-64.8353214769324
3976,la pampa,conhelo,winifreda,2222,no,si,si,si,no,si,si,si,si,-36.2272741396174,-64.2348767956417
3977,la pampa,curacó,gobernador duval,413,no,no,no,no,si,si,no,no,no,-38.7413407663938,-66.4360653362481
3978,la pampa,curacó,puelches,420,no,no,no,no,si,si,si,no,si,-38.1437722310811,-65.9102790812435
3979,la pampa,guatraché,alpachiri,1759,no,no,no,si,si,no,si,no,si,-37.3758811926005,-63.7738735909085
3980,catamarca,paclín,palo labrado,223,no,no,no,no,no,no,no,no,no,-28.3360934480518,-65.6274299147885
3981,catamarca,paclín,san antonio,266,no,no,no,no,si,si,no,no,no,-28.0073083693979,-69.57551795199893
3982,catamarca,paclín,villa de balcozna,210,no,no,no,no,no,no,no,no,si,-32.56010691772521,-65.7190758944755
3983,catamarca,pomán,apoyaco,76,no,no,no,no,no,no,no,no,no,-28.3006337911705,-66.1659791753183
3984,catamarca,pomán,colana,478,no,no,no,no,no,no,no,no,no,-28.3432877302321,-66.1222559102194
3985,catamarca,pomán,colpes,774,no,no,no,no,no,si,no,no,no,-28.0606503909839,-66.2065039006705
3986,catamarca,pomán,el pajonal (est. pomán),590,no,no,no,no,no,no,no,no,no,-28.3773148491306,-66.3017092655099
3987,catamarca,pomán,joyango,53,no,no,no,no,no,no,no,no,no,-28.0731019653889,-66.1435569766782
3988,catamarca,pomán,mutquin,1075,no,no,no,no,si,no,no,no,no,-28.3178455729042,-66.1420642866296
3989,catamarca,pomán,pomán,2856,no,no,no,no,si,no,si,si,si,-28.3927801149204,-66.2220823999264
3990,catamarca,pomán,rincón,523,no,no,no,no,no,no,si,no,si,-28.2022631098293,-69.61771282601484
3991,catamarca,pomán,san miguel,413,no,no,no,no,no,si,no,no,no,-28.1297413013666,-66.2019565174868
3992,catamarca,pomán,saujil,2368,no,no,no,no,si,si,si,no,si,-35.09865705013281,-66.2145148644181
3993,catamarca,pomán,siján,1169,no,no,no,no,si,no,si,no,no,-28.2623558875079,-66.2209299175292
3994,catamarca,santa maría,andalhualá,241,no,no,no,no,no,no,no,no,no,-26.8479427341705,-66.0244068592756
3995,catamarca,santa maría,caspichango,39,no,no,no,no,no,no,no,no,no,-26.6859290047178,-69.59991241142133
3996,catamarca,santa maría,chañar punco,1736,no,no,no,no,no,no,no,no,si,-26.7588342868363,-66.0493067195716
3997,catamarca,santa maría,el cajón,141,no,no,no,no,no,no,no,no,no,-26.3955476915097,-66.2641930164042
3998,catamarca,santa maría,el cerrito,0,no,no,no,no,no,no,no,si,si,-26.6988604981977,-66.0387334407325
3999,catamarca,santa maría,el desmonte,144,no,no,no,no,no,no,no,no,no,-26.9077168676094,-69.60487522810544
4000,catamarca,santa maría,el puesto,200,no,no,no,no,no,no,no,no,no,-26.6307679478768,-66.0140418967533
4001,catamarca,santa maría,famatanca,589,no,no,no,no,no,no,no,no,no,-26.8101195558413,-66.0595221384282
4002,catamarca,santa maría,fuerte quemado,459,no,no,no,no,no,no,no,no,no,-26.6304336405934,-66.0644373734469
4003,catamarca,santa maría,la hoyada,120,no,no,no,no,no,no,no,no,no,-26.5189083514476,-66.3686109740362
4004,catamarca,santa maría,la loma,388,no,no,no,no,si,no,no,no,no,-26.7574990827117,-66.0331064865258
4005,catamarca,santa maría,la puntilla,0,no,no,no,no,no,no,no,no,no,-26.8274550484771,-66.0506274507575
4006,cordoba,río cuarto,suco,292,no,no,no,no,no,no,si,si,si,-33.4394729739475,-64.8316610855999
4007,cordoba,río cuarto,tosquitas,414,no,no,no,no,no,no,si,si,si,-33.8188248224493,-64.4569327410668
4008,cordoba,río cuarto,vicuña mackenna,10021,si,si,no,si,si,no,si,si,si,-35.673046916813504,-64.3902222715013
4009,cordoba,río cuarto,villa el chacay,81,no,no,no,no,no,no,si,no,si,-35.5706960081985,-64.8675140784316
4010,cordoba,río cuarto,villa santa eugenia,126,no,no,no,no,no,no,no,no,no,-32.6651066386532,-69.47698309376383
4011,cordoba,río cuarto,washington,608,no,no,no,no,no,si,si,si,si,-33.8733676407196,-64.6886182213475
4012,cordoba,río primero,atahona,88,no,no,no,no,no,no,si,no,no,-30.9035316228673,-63.7055651181425
4013,cordoba,río primero,cañada de machado,178,no,no,no,no,no,si,no,no,no,-31.4289242714312,-63.5870264507761
4014,cordoba,río primero,capilla de los remedios,797,no,no,no,no,no,no,si,si,si,-31.4302065756542,-63.8321496909141
4015,cordoba,río primero,chalacea,179,no,no,no,no,no,no,si,no,no,-30.7545707267715,-63.5682265940856
4016,cordoba,río primero,colonia las cuatro esquinas,107,no,no,no,no,no,no,si,no,no,-31.1735851610445,-63.3375921895433
4017,cordoba,río primero,diego de rojas,509,no,no,no,si,no,no,si,no,si,-31.0286404171341,-63.3402795519709
4018,cordoba,río primero,el alcalde (est. tala norte),79,no,no,no,no,no,no,no,no,no,-31.1161396833417,-63.6017410478522
4019,cordoba,río primero,el crispín,212,no,no,no,no,no,no,no,no,no,-35.383120502268106,-63.6051650588702
4020,cordoba,río primero,esquina,184,no,no,no,si,si,no,si,no,si,-31.0772911263196,-63.7935627786301
4021,cordoba,río primero,kilómetro 658,365,no,no,no,no,no,no,si,no,no,-31.3701809412977,-63.5326025508152
4022,cordoba,río primero,la para,3404,no,si,no,si,si,si,si,si,si,-30.8925359716793,-63.0010662681495
4023,cordoba,río primero,la posta,234,no,no,no,no,no,no,si,no,no,-30.5653596004713,-63.5163053686029
4024,buenos aires,general alvarado,miramar,29433,si,si,si,si,si,si,si,si,si,-38.2707429318083,-57.8404714577536
4025,buenos aires,general alvear,general alvear,9812,no,no,no,no,no,no,si,si,si,-36.0229384341367,-60.0147935726886
4026,buenos aires,general arenales,arribeños,2910,si,si,si,si,no,si,si,si,si,-34.2101542565966,-61.3548577979495
4027,buenos aires,general arenales,ascensión,4179,si,si,no,no,no,si,si,si,si,-34.2368758979793,-69.11319430083934
4028,buenos aires,general arenales,estación arenales,90,no,no,no,no,no,no,no,no,no,-34.2698455922697,-61.2926718130401
4029,buenos aires,general arenales,ferré,2004,no,si,no,si,no,si,si,si,si,-34.1250383813873,-69.11609840137244
4030,buenos aires,general arenales,general arenales,4321,no,si,si,si,no,si,si,si,si,-34.3044679711077,-61.3056277788216
4031,buenos aires,general arenales,la angelita,265,si,no,no,no,no,si,si,no,no,-34.2608740726731,-60.9685988224111
4032,buenos aires,general arenales,la trinidad,308,no,si,no,no,no,si,no,no,no,-34.1068549430168,-61.1317020714357
4033,catamarca,santa maría,lampacito,0,no,no,no,no,no,no,no,no,si,-26.7265981975072,-66.0436979128184
4034,catamarca,santa maría,las mojarras,959,no,no,no,no,no,no,no,no,no,-26.6988604981977,-66.0387334407325
4035,catamarca,santa maría,loro huasi,1547,no,no,no,no,no,no,no,no,no,-26.7361383729613,-66.0217845814202
4036,catamarca,santa maría,medanitos,0,no,no,no,no,no,no,no,no,no,-26.7588342868363,-66.0493067195716
4037,catamarca,santa maría,palo seco,0,no,no,no,no,no,no,no,no,no,-26.8274550484771,-66.0506274507575
4038,catamarca,santa maría,punta de balasto,177,no,no,no,no,no,no,no,no,no,-26.9300943985158,-66.1487294264287
4039,catamarca,santa maría,san josé,2901,no,no,no,no,si,no,no,no,no,-32.281323609877504,-63.00283357307303
4040,catamarca,santa maría,san jose banda,0,no,no,no,no,no,no,no,no,no,-26.8101195558413,-66.0595221384282
4041,catamarca,santa maría,san jose norte,0,no,no,no,no,no,no,no,no,no,-26.7745985033315,-66.0362576892132
4042,catamarca,santa maría,santa maría,11648,no,no,no,no,si,no,no,no,no,-26.6891167120231,-69.60472135685714
4043,catamarca,santa maría,yapes,129,no,no,no,no,no,no,no,no,no,-26.8289862929732,-66.0179166770413
4044,catamarca,santa rosa,alijilán,1396,no,no,no,no,si,no,si,no,si,-28.1771812692249,-65.4915924205872
4045,catamarca,santa rosa,bañado de ovanta,1096,no,no,no,no,si,no,si,no,si,-28.1034003361447,-65.3076846046355
4046,catamarca,santa rosa,las cañas,177,no,no,no,no,no,no,no,no,no,-28.2098696025062,-65.2230167049514
4047,catamarca,santa rosa,lavalle,792,no,no,no,no,si,no,no,no,no,-28.1946338127179,-65.1137806266473
4048,catamarca,santa rosa,los altos,4490,no,no,no,no,si,si,si,si,si,-28.0488590493489,-65.4973640431533
4049,catamarca,santa rosa,manantiales,659,no,no,no,no,no,no,no,no,no,-35.09536715011531,-65.4923858642578
4050,catamarca,santa rosa,san pedro,830,no,no,no,no,no,no,no,no,si,-27.9608485883022,-65.1680076958397
4051,catamarca,tinogasta,anillaco,232,no,no,no,no,no,no,no,no,no,-27.9001528461069,-67.6142838741591
4052,catamarca,tinogasta,antinaco,105,no,no,no,no,no,no,no,no,no,-35.00446789855731,-67.6080549409746
4053,catamarca,tinogasta,banda de lucero,268,no,no,no,no,no,no,no,no,no,-28.0687850626962,-63.677909936931634
4054,catamarca,tinogasta,cerro negro,24,no,no,no,no,no,no,no,no,no,-28.2432405441597,-69.71726023063873
4055,catamarca,tinogasta,copacabana,695,no,no,no,no,no,no,no,no,si,-28.1243914662106,-67.4981013989976
4056,catamarca,tinogasta,cordobita,61,no,no,no,no,no,no,no,no,no,-28.2979798704965,-67.1670904449903
4057,catamarca,tinogasta,costa de reyes,30,no,no,no,no,no,no,no,no,no,-35.110819334432804,-69.77312316172844
4058,catamarca,tinogasta,el pueblito,58,no,no,no,no,no,no,no,no,no,-28.2888183254668,-67.1234522983543
4059,catamarca,tinogasta,el puesto,432,no,no,no,no,no,no,no,no,no,-27.9267621470675,-67.6304002049274
4060,catamarca,tinogasta,el salado,574,no,no,no,no,no,no,no,no,no,-28.3120206339513,-69.72792084485263
4061,buenos aires,lobería,san manuel,1126,no,no,no,si,si,si,si,si,si,-37.7892829007834,-58.8486476710495
4062,buenos aires,lobería,tamangueyú,438,no,no,no,no,no,si,no,no,no,-38.2010112434137,-58.7373143964601
4063,buenos aires,lobos,antonio carboni,295,si,no,si,si,no,no,si,no,no,-35.2033088915799,-59.3449562581802
4064,buenos aires,lobos,elvira,133,no,no,no,no,no,si,si,no,no,-35.80565055630011,-59.4860397931491
4065,buenos aires,lobos,laguna de lobos,509,no,no,no,no,no,no,no,si,si,-35.2747624905943,-59.1339060011927
4066,buenos aires,lobos,lobos,29868,si,si,si,si,no,no,si,si,si,-35.1858677983922,-59.0957115706922
4067,buenos aires,lobos,salvador maría,830,si,no,no,si,no,si,si,no,si,-35.3028071422894,-59.1696841440203
4068,buenos aires,lomas de zamora,banfield,233339,si,si,si,si,si,no,si,si,si,-34.7379027155314,-68.84690044958164
4069,buenos aires,lomas de zamora,llavallol,43211,si,si,si,si,no,si,si,si,si,-34.7946182344111,-58.4320908524909
4070,buenos aires,lomas de zamora,lomas de zamora,116615,si,si,si,si,si,si,si,si,si,-34.7627676410061,-58.4267903899666
4071,buenos aires,lomas de zamora,temperley,116368,si,si,si,si,si,no,si,si,si,-35.7580720046744,-58.3780461337408
4072,buenos aires,lomas de zamora,turdera,10199,si,si,si,si,no,no,si,si,si,-35.76027941374141,-58.4041056486523
4073,buenos aires,lomas de zamora,villa centenario,51834,no,si,no,si,no,si,no,si,si,-34.7289932955803,-58.4283436419093
4074,buenos aires,lomas de zamora,villa fiorito,44713,no,si,no,si,no,si,si,si,si,-34.7067104032516,-58.4451304500011
4075,buenos aires,luján,barrio las casuarinas,0,no,no,no,si,no,si,si,si,si,-34.5607457195455,-59.1700837097016
4076,buenos aires,luján,carlos keen,557,no,no,no,no,no,si,si,si,si,-34.4862819813638,-59.2180861330698
4077,buenos aires,luján,club de campo los puentes,302,no,no,no,no,no,no,no,si,si,-34.5760126891975,-59.0214105976263
4078,la rioja,general belgrano,olta,4547,no,si,no,si,si,si,si,si,si,-30.6399759885817,-69.63063895397214
4079,la rioja,general juan f. quiroga,malanzán,1335,no,no,no,si,no,si,si,no,si,-35.36287773089481,-66.6194814951279
4080,la rioja,general juan f. quiroga,nácate,359,no,no,no,no,no,si,no,no,no,-30.8640381344546,-66.4051056083957
4081,la rioja,general juan f. quiroga,portezuelo,1017,no,no,no,si,no,si,si,no,si,-35.3660852607803,-66.7186798501751
4082,la rioja,general juan f. quiroga,san antonio,149,no,no,no,no,no,si,no,no,no,-31.0900907205412,-66.7571869922571
4083,la rioja,general lamadrid,villa castelli,1697,no,no,no,si,no,si,si,no,si,-29.0207515543035,-68.2253713917754
4084,la rioja,general ocampo,ambil,214,no,no,no,no,no,si,no,no,no,-31.1413359277957,-66.3603819377386
4085,la rioja,general ocampo,colonia ortiz de ocampo,152,no,no,no,no,no,no,no,no,no,-30.9752909491233,-66.1953883794961
4086,la rioja,general ocampo,milagro,3494,no,si,no,si,no,no,si,no,si,-31.0131717520524,-65.9882554540382
4087,la rioja,general ocampo,olpas,178,no,no,no,no,no,no,no,no,no,-30.8195242375591,-66.2483100669124
4088,la rioja,general ocampo,santa rita de catuna,1695,no,si,no,no,si,no,si,no,no,-30.9665198359206,-66.2356607957536
4089,la rioja,general san martín,ulapes,3205,no,si,no,si,no,si,si,no,si,-35.4396212298342,-66.2514026305989
4090,la rioja,independencia,amaná,148,si,no,no,no,no,si,no,no,no,-30.0611119791655,-67.5084950612514
4091,la rioja,independencia,patquía,1808,si,no,no,si,no,si,si,si,si,-30.0522114405959,-66.8915886798437
4092,la rioja,rosario vera peñaloza,chepes,11039,si,si,no,si,si,si,si,no,si,-31.3506186314416,-66.6046417930744
4093,la rioja,rosario vera peñaloza,desiderio tello,733,no,no,no,no,no,si,si,no,si,-31.2240295500516,-66.3334915975105
4094,buenos aires,saladillo,saladillo,26763,si,si,no,si,no,si,si,si,si,-35.6404298805989,-59.7790589845354
4095,buenos aires,salliqueló,quenumá,653,no,no,no,no,no,no,no,no,no,-36.5689908284906,-63.0876229573465
4096,buenos aires,salliqueló,salliqueló,7617,si,no,si,no,si,no,si,si,si,-36.7511653813281,-62.9599573443115
4097,buenos aires,salto,arroyo dulce,1715,si,no,no,si,no,si,si,si,si,-34.1024332833136,-60.4061551794069
4098,buenos aires,salto,berdier,177,no,no,no,no,no,no,no,no,no,-34.3987726587976,-60.2605725409335
